Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
7fb42ec7563294d085635d9abe147916,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, Blastocatella, uncultured_bacterium,0.858907508
7c14067618ed7e7f77c6feb136ea06c7,Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, BIrii41, metagenome,0.990769986
1621630893f3478092da07b3f1eae1aa,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila,,0.973584963
2af92d111789d4119cd3fc842819b206,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.993823043
13dde1c3ba630c729070b28f7b63ed10,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Tannerellaceae, Parabacteroides,,0.924094973
577f0582038fc9cdd2a65e41c598fed6,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae,,0.999800725
557aef6a368d8d210629831c1a366d82,Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium,,0.999766168
f2a80ca7a1f03c84fef11bfbd8c77604,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, Aridibacter, uncultured_bacterium,0.730834134
0fa54b4e973df4501f9d117eba8f04c2,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Zavarzinella, uncultured_bacterium,0.999866629
ba5c50f3598f8b87e9ecfe41a51ddcd8,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Chryseobacterium,,0.999998409
4ff841a519e71ab9adf35131885633a9,Bacteria, Abditibacteriota, Abditibacteria, Abditibacteriales, Abditibacteriaceae, Abditibacterium, uncultured_bacterium,0.949434175
d0cdd5715168c7cb6fe5be63fef25733,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Pseudoclavibacter, Pseudoclavibacter_sp.,0.890759799
c08d88e265f0b65ad765e42ce0bd938b,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured,,0.998861284
e48a0df69c19d24beefcab903e08dd0f,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured_Flexibacteraceae,0.832374083
30737d5edde6b271382451498b4c48a5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae,,,0.808795939
831acdaa703995ae6da77eb27533ac8c,Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, metagenome,0.957048226
bcafd0e35df5b6d16ea2fbdda1fb16fb,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84, uncultured_soil,0.872202396
32c6addbb49a3926b5ebf940db011f04,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,,0.834705747
7cfff1ae189fc85af9b0c42b3b507a41,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaeraceae, uncultured_bacterium,0.999854187
a7c9d12ab6de779b86f016b4b9fb9ea3,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_bacterium,0.964768086
05c5a964fdf3e0521c6d65755fc0694e,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae,,,0.999999983
5c563eb30c885dce79fa0ecb26d90a81,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Sediminibacterium,,0.999827621
859373375ded93f70498820e92c09f63,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium,,0.974357719
67add98f66fa8f3738e7e90f859bb266,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,,0.940259521
50f7d5fee3530c1083fd70dc6cff0f56,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.889576925
d398a432decdd01bd9da97db1659fd3c,Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter, metagenome,0.882452302
c96d6db4ae72213760c1f2510fef7774,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Chryseolinea,,0.995685728
14c24e562b7829625a7310b522114115,Bacteria, Proteobacteria, Gammaproteobacteria, R7C24, R7C24, R7C24,,0.999998982
b5c5886ff266ea4b0929cabe7b6e8329,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Marmoricola,,0.834752084
6b744c1ce08b0952dcbc6573c1a31259,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.953476686
279e12ee171e278178a048fdb09ebdaf,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,,0.999752695
10c113f4c32a7e6414ac8ac0ece3443c,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999998856
e3bd8361b90c1bb8793425d4ebafb25c,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium,,0.994502489
612fcaad7c134cfd9fe8f191d17cb515,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_composti,0.749468576
9bb4899ccd937b9dc5d6a0643db07ffd,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, uncultured, metagenome,0.909468079
9c9703340cf4ae3be544ac9835ace3bb,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,,1
d166e9ef252174e73c9210b1a2d7d7cc,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, A0839, A0839, metagenome,0.989937068
8b1026e10d0d06e98c02eb4d7242201b,Bacteria, Actinobacteriota, Actinobacteria, Kineosporiales, Kineosporiaceae, Kineosporia, Actinomycetaceae,0.898620242
8af4eb92ad6f9dc9fe0c5136082451eb,Bacteria, Chloroflexi, TK10, TK10, TK10, TK10, bacterium_Ellin6519,0.935585742
a36317fa0c8eab7128bf903798b3f555,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae,,,0.999840077
15d18b72419acf6c6874a7b1fb3e4ee9,Bacteria, Proteobacteria, Gammaproteobacteria, WD260, WD260, WD260,,0.999999986
b4418623bd01c40eaec94e1c0d71554a,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,,1
6d16cae51cd964dcc33bbcfde35d3b6d,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, metagenome,0.849511349
2d69ad1d6af975bb680144f5706f7586,Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured,,0.962172991
0785cc00efe7d0d71a1114e8fd885a95,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,,0.999991262
641871493509db1a1a186c1774849a0c,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae,,0.999048624
6598429447ed4906911ed1b36f9c17ca,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured,,0.972285992
d750a6b967e536e5134930443aae105d,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae,,,1
d7690b1670077f2dc9ad0bfabedcdb46,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, uncultured_bacterium,0.805722532
0657cb0d6786cde980b6a98f7cafb848,Bacteria, Deinococcota, Deinococci, Deinococcales, Trueperaceae, Truepera,,1
b3dc7da45c48226eef13e2ef7d3f3759,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, uncultured_soil,0.991984048
c1bda7c426bef2ffbe0fa9db80e65bf8,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, uncultured,,0.71891063
26f5e9edf5c90b12d11df9ff0ac4e55d,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured,,0.999997316
8ec46736ade6b4dce19cee272e64a41d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium,,0.703545523
075ed786b5f2afb69b87f75262ac0bee,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,,0.999699066
686acc63068a8b0f8ae3ef2063f5ea85,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaeraceae, uncultured_bacterium,0.99592773
16708d11b3d5fa1b8a92b45702bfba45,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga,,0.99990533
c226595bbc56b159b886ae53d471bcc2,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium,,0.99994879
e2e9d49b72f02857eaf2c92dbe70678a,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter,,0.990664997
34bcf86cb4f866ed47346e6acf12af83,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,,0.999999462
8441334034490556b0f9d6107f5aac33,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Labraceae, Labrys,,0.99994048
9ce3ab9bda8f59d0ef2108ce4a52260c,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Alkanindiges, uncultured_bacterium,0.796935473
5b38358d4d0f73f81f73f45f058dfe2f,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium,,0.99620002
3ec946519f1114e86dd7ab79c586ff56,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium,,0.9997153
04d3ad015348d1d36386ab3d733262a1,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,,0.999999978
8c00569991341a9c5d6968a5581d70f2,Bacteria, Abditibacteriota, Abditibacteria, Abditibacteriales, Abditibacteriaceae, Abditibacterium,,1
eb3fa22503a0e1ac39bad2bf7248ecef,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Terrimonas, uncultured_bacterium,0.846971361
4e4b3e250551fd4a20cf87ef55d65ae0,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1,,0.999990741
0147b690c8f1391b8651ccd953b0ffc0,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.766541754
3aea40ee56ca082e99e963de7909ab45,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaeraceae, uncultured_bacterium,0.997695948
071ac0f56fcf625fd83127f41949601f,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage,,0.990044491
d4fbdb23bc790a384575b7a232eddddc,Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, Pajaroellobacter, uncultured_bacterium,0.92771662
027bce7372b1d7311211297b2ce9b986,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, Oryza_longistaminata,0.874803055
d52c105b9586ddf8b1adf5800d7820db,Bacteria, Actinobacteriota, Actinobacteria, Kineosporiales, Kineosporiaceae, Kineosporia,,0.845413249
669975ffd8a15780d8bdb7d6748b16ba,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae,,,0.999951491
6fcf992be1dbf9cec701a39f0cc36767,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, metagenome,0.957322689
869e76c86124ff5a74f70251e699188d,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium, uncultured_soil,0.741866442
3ba125e50e88248fe9f3a4acd5fa7d98,Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured,,0.999871027
65e2fe387bfdf0fa880811cceac1d59e,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter,,0.791883903
54580fb940f267b8e94283e28ad1f13f,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,,0.987215943
9bfac383a66e9386d389d19b1875b339,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Rubinisphaeraceae, SH-PL14, Planctomyces_sp.,0.99153991
936dab61cda3300bd56dd06e8e602800,Bacteria, Myxococcota, Polyangia, mle1-27, mle1-27, mle1-27, metagenome,0.811470072
54f5aab9558589955ca67a394a0d1176,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia,,0.990709784
a048531714e648a22ac0145bf1c9914e,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium,,0.930674963
a51b3cb478aa59a1cf785da2388d9b05,Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes,,0.99983774
66ed6472c5fe4a986d42f25fd0352497,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,,0.999999999
70edf1f31d9dcc48c37817d6304478cb,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Sphingomonas_sp.,0.79027277
33c77532fcaec57258b11f382ac38119,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, uncultured,,0.975259121
2306ca4073a78fff7277a7b8cbed2380,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, Stenotrophobacter,,0.994928918
f85e71c737d1c507120c084e96c888cd,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter,,0.999902393
8051b49463d0554d902f27eaa3ea7a50,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dokdonella,,0.999969254
e6c271f6902231bce85cc9af51729c94,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.99313525
964ee143403f3d075b66fcb722f8a62a,Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, BD1-7_clade, uncultured_Haliea,0.999908828
2639a2bf35ff00f36938cdcb126252c5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.996664883
7f4c3ff9cfd828ea66e56b67176646c2,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata, metagenome,0.959554388
0cac9fe1272971b503b615fe1e738da1,Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium,,0.998661083
3eaf2c77e8c5773f6ae8ea974fc1b04e,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.994679175
cfb5f9e4f898120124919c4b6f9de7dd,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium, uncultured_bacterium,0.865290289
09e63693f38679f02c0fa9f68672da2c,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter,,0.99422054
f36c6cd4619bdb5da323bcda4f3f3707,Bacteria, Chloroflexi, Ktedonobacteria, C0119, C0119, C0119, uncultured_Chloroflexi,0.999999905
ebcf36f745e4ed61bec54550bbdfa5ec,Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, metagenome,0.937173895
8b0847f8c226fb33702ab91c35e2c8f0,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,,0.999992004
c3f77e7a9409250c13f413d44af0a710,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,,0.740847269
379dd392a112dee8d13f301b6a8d2123,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Rhizorhapis,,0.982931404
d4984f46dc499d5a1d37218201188a82,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, uncultured, uncultured_bacterium,0.933814226
c887bf15791855dbbb390e249122f308,Bacteria, Chloroflexi, Ktedonobacteria, C0119, C0119, C0119, uncultured_Chloroflexi,0.978220856
1260e51f171ae8af0a62b12b395db2d6,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured, uncultured_bacterium,0.848985886
228fd36951858c8bd2e6437c3e8adbc5,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium,,0.991292011
cdf44b4f11cfd44762ce1a6a140c8825,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Saprospiraceae, OLB8, metagenome,0.941625751
874d4d9ee3937dd829f4e97256a95c68,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,,0.999998615
eba58e3a8ccdb621c19ecb328c638621,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured_bacterium,0.792016463
9720226a22019e1f15592b56e19bf116,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodopseudomonas,,0.702515141
d5fd9e1f42e947b4e4317723ba0be0c6,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Cytophaga, uncultured_bacterium,0.999873155
0b15e65af39f2f7b9983478a60cc856b,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aureimonas,,0.956940315
fed998f5a10e6bc08ccbb3db3c04cdc6,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Amnibacterium,,0.98648035
0ce7fbf203cd04359c982b5114c50bad,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, uncultured, uncultured_bacterium,0.737326419
081db4de9d222ca81bf3ca70a729cb59,Bacteria, Deinococcota, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus_sp.,0.826441062
644eff7255f19331a3be3a3211fe4ef9,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata,,0.999999458
a629d63ba87c6deae3ff419da45a0796,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaera, uncultured_bacterium,0.930815365
b080e922ff764e451b5e6654f5838517,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Dyadobacter, Dyadobacter_fermentans,0.723921808
4c55c8512156aa937958dffe0228d985,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.892204907
086cc900054d3ddda798c5984982b671,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Hymenobacteraceae, Hymenobacter, metagenome,0.995342412
9c8fd4d6d79af0e10db343f528daeb5d,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae,,,0.999995929
c9d2e62830d879d1b703ec112804ed4f,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Chryseobacterium,,0.999999157
b130949917083649ace37670b88c4d30,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,,0.999999863
cca02cf565fb46319e52d9ccd2c7c42c,Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinomycetospora,,0.996522571
124c932d73d05beb1904dc655eb11ab9,Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup_10, uncultured_bacterium,0.947883324
4842dfe70908598d1332df2ea9a1ef39,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,,0.744430096
88b70fc5f6c465c67ef8f0f5a5eea38c,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium,0.864140342
8353c8584f5d255330960f97e38c92a2,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.989893019
b47005df2fcfccb0edcdfd6e6649a1cb,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae,,,0.999944422
07b4cfd07a3a63d9aa1c26404faf19a4,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_jejuensis,0.812527962
1bb4533ca19a14ef95e35c86fc19e1e5,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067,,0.999986377
aa096fe075f488610a156b0e290a017e,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter,,0.999280346
9115bad5caf5eee7caac5dd7edb594e1,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Chiayiivirga,,0.70938189
440abe1c7ea1478ca2422cd758423a17,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, A21b, A21b, uncultured_bacterium,0.915861099
c8675204136af042d662a154782929c0,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides,,0.999965393
56df954427253058deac726399d384a0,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata,,0.999967478
4387c7535a6e91ececb4a27794c865cf,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingoaurantiacus, Sphingoaurantiacus_capsulatus,0.979563904
32875b552cd87894e3b83a1447d83b42,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Sutterellaceae, AAP99,,0.993126228
ad9daed04b7fa4927eaf81eb5d6dda16,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae,,,1
b461243e6bb14125971064eeb300330a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum,,0.99999978
b9435ad807cb05f87388121b48128c89,Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter,,0.999259666
2d0aa46de4eba91169686cf3cf6384ce,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,,0.999952567
bae4ed11f4e2d88d2ae4e722da28c394,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Brevifollis,,0.972628726
f2d6f4fec5a8f61ea33276556863a0e3,Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium,0.969098413
be8f1d5d35e052da2459f7a600223c19,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Flavitalea, uncultured_bacterium,0.705393314
a5966713699ac5235f54b24dad877597,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Dyadobacter,,0.999999852
994bf2597c7390ad3c62a8812285679b,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999997345
14458b15a6638d12e87e889944270091,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.9940979
aaf50964dd97e70c7d807268e1023a26,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Psychroglaciecola, uncultured_bacterium,0.709897597
5f3c425181fd2de15334dfea16e27add,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides,,0.999944938
52000e0c53c54097987d39753990db96,Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae,,,0.999999999
6ed492654874709d80c562397ea94a07,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae,,,0.999999987
a56e38db167c9b68083f8d2639bed43a,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage, uncultured_Planctomycetaceae,0.727866442
9a626daeebb8e5780a12c33c70d1d62a,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Tannerellaceae, Parabacteroides, Parabacteroides_sp.,0.789667102
18ec57e2bf0c5ac99702b9bab11490be,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terriglobus,,0.999409834
afa37f6034e602b6d2e7604f4445dbc4,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Aurantisolimonas, uncultured_bacterium,0.832150028
f4ab08967f420d77c4df2ec76139d969,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, metagenome,0.789513408
67681168e933b313dc27c3211f6e75d4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, Devosia,,0.967150943
1f41de7aa3fa2db7b5555096032a1080,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terriglobus, uncultured_bacterium,0.789729597
0f889f4373d643850758c48eead2e84f,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, uncultured, uncultured, Actinomycetales_bacterium,0.739090486
255793da423a1484e448d1aa2108eeec,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae,,,0.998895319
34b38be145e586be2859e872e105321a,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Chryseolinea,,0.993853409
888b7e6f0d9e5289844cd65480df2401,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aliihoeflea,,0.927607817
309f709bad1a4267dde4fe32d526ce32,Bacteria, Actinobacteriota, Actinobacteria, Kineosporiales, Kineosporiaceae,,,0.999958124
261b67768368bcd348ffb8eb1a177207,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured,,0.946557437
7d2f2907581ffdba52cd2cea3a924d04,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.939990534
e035eaf45956937679fd6b1d6b3b4df7,Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, Rhodospirillaceae_bacterium,0.996606247
742c0cef1ba65eba26236ce9619a6b45,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,,0.999998381
be22ec1c2d15993577f6e1dbeb95ae25,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Taibaiella, uncultured_bacterium,0.949205249
910fac3719b0ef56d45a1c7c9f9628b0,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20, metagenome,0.758592254
